InternetGatewayDevice.DeviceInfo.AccessType                                                                                NULL                                     NULL                      Gpon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.1.Pattern                                   NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.1.RingName                                  NULL                                     NULL                      alert-group                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2.CadenceType                               NULL                                     NULL                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2.InitialRing                               NULL                                     NULL                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2.Pattern                                   NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.2.RingName                                  NULL                                     NULL                      alert-external                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3.CadenceType                               NULL                                     NULL                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3.InitialRing                               NULL                                     NULL                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3.Pattern                                   NULL                                     NULL                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.3.RingName                                  NULL                                     NULL                      alert-internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4.CadenceType                               NULL                                     NULL                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4.InitialRing                               NULL                                     NULL                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4.Pattern                                   NULL                                     NULL                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.4.RingName                                  NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5.CadenceType                               NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5.InitialRing                               NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5.Pattern                                   NULL                                     NULL                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.5.RingName                                  NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6.CadenceType                               NULL                                     NULL                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6.InitialRing                               NULL                                     NULL                      6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6.Pattern                                   NULL                                     NULL                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.Mapping.6.RingName                                  NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara1                              NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara2                              NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara3                              NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara4                              NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara5                              NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingPara6                              NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_Ring.UserDefine.1.RingType                               NULL                                     NULL                      32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_HW_ServerType                                               NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfileNumberOfEntries                                                  NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.DialSNMode                                                       NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.FailSetToneId                                                    NULL                                     NULL                      101                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.InputToneId                                                      NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.IsDialSNSecurityDisabled                                         NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.IsHaveAuthed                                                     NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.PONAuthInfoQueryCode                                             NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.PONAuthInfoToneId                                                NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.Prefix                                                           NULL                                     NULL                      **                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.SucessSetToneId                                                  NULL                                     NULL                      102                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.TimerCompleteInput                                               NULL                                     NULL                      10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.X_HW_DialSN.TimerWaitInput                                                   NULL                                     NULL                      10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerCall.Enable                                                        NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerCall.Prefix                                                        NULL                                     NULL                      **123#                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.AutoResetInterfaceTimer                                 NULL                                     NULL                      3000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.CodecPreferredMode                                      NULL                                     NULL                      Narrowband                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.ConfigurationInterruptCallEnable                        NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.DelayResetTimerOnExistCall                              NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.FskBindReceiveGainEnable                                NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.GracefulTimerOnCallClear                                NULL                                     NULL                      30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.RegisterExpiresPriorityMode                             NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.SendGainRelativeEnable                                  NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.ToneBindReceiveGainEnable                               NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.UserAgentDomainPriorityMode                             NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_InnerParameters.VBDDualDetectReportMode                                 NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold0                                            NULL                                     NULL                      55                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold1                                            NULL                                     NULL                      40                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold10                                           NULL                                     NULL                      700                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold11                                           NULL                                     NULL                      200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold12                                           NULL                                     NULL                      350                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold13                                           NULL                                     NULL                      50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold2                                            NULL                                     NULL                      20000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold3                                            NULL                                     NULL                      3000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.Services.VoiceService.1.X_HW_LineTestThreshold.Threshold4                                            NULL                                     NULL                      100000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
